Unnamed: 0,text,sentiment,label,cleaned_text
509,"yuniseph aur presvaij trening 31 midiya aur snyukt rashtr bal samjhauta parishisht 1 snyukt rashtr bal adhikar samjhaute ka patrkaron ke lie saransh prastvana men snyukt rashtr ke buniyadi siddhanton-visheshakar shanti, garima, sahanshilta, svtntrta, samanta aur ekjutta ki bhavna-aur manav adhikar ki upyukt sndhiyon or ghoshnaon ke vishisht pravdhanon ki yad dilaee gee hai.
",positive,2,yuniseph aur presvaij trening midiya aur snyukt rashtr bal samjhauta parishisht snyukt rashtr bal adhikar samjhaute ka patrkaron ke lie saransh prastvana men snyukt rashtr ke buniyadi siddhantonvisheshakar shanti garima sahanshilta svtntrta samanta aur ekjutta ki bhavnaaur manav adhikar ki upyukt sndhiyon or ghoshnaon ke vishisht pravdhanon ki yad dilaee gee hai
510,"s directory likhne yogy nahin
",neutral,1,s directory likhne yogy nahin
511,"kisi vastu dvara produce bhibhinahat ki krmik sound
",neutral,1,kisi vastu dvara produce bhibhinahat ki krmik sound
512,"ki make full coats jirah banao aur kariyon ke jorne men andaze ka khyal rakho aur tum sab ke sab achchhe achchhe make full vo kuchh tum log karte ho main yainan dekh raha hoon
",neutral,1,ki make full coats jirah banao aur kariyon ke jorne men andaze ka khyal rakho aur tum sab ke sab achchhe achchhe make full vo kuchh tum log karte ho main yainan dekh raha hoon
513,"s aapne koee parivartan nahin kiya hai , editor adyatan karen
",negative,0,s aapne koee parivartan nahin kiya hai editor adyatan karen
514,"rosakashya family ke melodiya upvnsh ka ek fruit
",neutral,1,rosakashya family ke melodiya upvnsh ka ek fruit
515,"file tree ki sabhi branches ko kholta hai
",neutral,1,file tree ki sabhi branches ko kholta hai
516,"accidents ki case men-ydi koee kamgar work par kary ke dauran employment hota hai to rajy government ki or se vah person medical suvidha pane ka hakdar hoga.
",positive,2,accidents ki case menydi koee kamgar work par kary ke dauran employment hota hai to rajy government ki or se vah person medical suvidha pane ka hakdar hoga
517,"da aanbedakar ne saph saph sachet kiya, apne liberation ke lie aapko struggle karna hoga.
",negative,0,da aanbedakar ne saph saph sachet kiya apne liberation ke lie aapko struggle karna hoga
518,"diff output ke sath file blaind karen
",neutral,1,diff output ke sath file blaind karen
519,"kaha reward ,  yah uske karan hai jo tere hathon ne aage bheja tha aur islie ki allah worshipers par tanik bhi zulm karnevala nahin
",positive,2,kaha reward yah uske karan hai jo tere hathon ne aage bheja tha aur islie ki allah worshipers par tanik bhi zulm karnevala nahin
520,"samaj ke sab se niche vale varg ke bachchon ki road accidents men maut hone ka khatra sab se unche varg vale bachchon se panch highest social class
",negative,0,samaj ke sab se niche vale varg ke bachchon ki road accidents men maut hone ka khatra sab se unche varg vale bachchon se panch highest social class
521,"abhi hal men yah dekhne men aaya hai ki lakhon yuddh virodhi pradarshankariyon ne saddam husain ke virooddh ek bhi shabd nahin kaha aur n hi unke shasan men pirit hatya ke shikar hue logon ke prti ek bhi sahanubhooti ka shabd nikala. iske bajay unhonne ameriki rashtrapti aur vriten ke prdhanmntri ke virooddh aakrosh pradarshit kiya.
",negative,0,abhi hal men yah dekhne men aaya hai ki lakhon yuddh virodhi pradarshankariyon ne saddam husain ke virooddh ek bhi shabd nahin kaha aur n hi unke shasan men pirit hatya ke shikar hue logon ke prti ek bhi sahanubhooti ka shabd nikala iske bajay unhonne ameriki rashtrapti aur vriten ke prdhanmntri ke virooddh aakrosh pradarshit kiya
522,"44 percent musalmanon ko is bat men snshay hai ki 7 attacks would receive ke aaropiyon par fair trial chal sakega
",negative,0,percent musalmanon ko is bat men snshay hai ki attacks would receive ke aaropiyon par fair trial chal sakega
523,"safe ka confederates karne vale chal bhi midst magar  ye log abhi yahi samajh rahe hain ki  kafiron ke  lashkar abhi nahin distance aur agar kahin  kuphphar ka  lashkar phir aa pahunche to ye log chahenge ki kash vah jnglon men gnvaron men ja baste aur  vahin se baithe baithe  tumhare news daryapht karte rahte aur agar unko tum logon men rahna parta to fat  pichha chhurane ko  zara bedouins  kahin  larte
",positive,2,safe ka confederates karne vale chal bhi midst magar ye log abhi yahi samajh rahe hain ki kafiron ke lashkar abhi nahin distance aur agar kahin kuphphar ka lashkar phir aa pahunche to ye log chahenge ki kash vah jnglon men gnvaron men ja baste aur vahin se baithe baithe tumhare news daryapht karte rahte aur agar unko tum logon men rahna parta to fat pichha chhurane ko zara bedouins kahin larte
524,"ek aur natak mhoba sngram bhi varma ji ne wrote, jismen desh ki svtntrta ke lie sashastr sngharsh ki mahatta dikhayi thi.
",positive,2,ek aur natak mhoba sngram bhi varma ji ne wrote jismen desh ki svtntrta ke lie sashastr sngharsh ki mahatta dikhayi thi
525,"is prkar kharch shabd men vad ke sabhi included costs incidental hain
",neutral,1,is prkar kharch shabd men vad ke sabhi included costs incidental hain
526,"magar ho sakta hai ki aap morning ke tin oclock jage hue paye jayen.
",negative,0,magar ho sakta hai ki aap morning ke tin oclock jage hue paye jayen
527,"upto marketable hone ki aayu tak pahunchne tak average feed consumption khapat
",neutral,1,upto marketable hone ki aayu tak pahunchne tak average feed consumption khapat
528,"inmen kramsha13,74,283 aur 61,133 vyakti sabsidi pane vale varg men the aur 61,135 poora primiyam dene valon men the.
",neutral,1,inmen kramsha aur vyakti sabsidi pane vale varg men the aur poora primiyam dene valon men the
529,"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",neutral,1,india ke niyntrakmhalekhaprikshak ke bare men provisions
530,"commercially exploitable urvarak ke snbndh men desh men potash ka koee dohan karne yogy jnjat bhndar nahin hai aur in urvarkon ki met through imports ke madhyam se poori ki jati hain.
",positive,2,commercially exploitable urvarak ke snbndh men desh men potash ka koee dohan karne yogy jnjat bhndar nahin hai aur in urvarkon ki met through imports ke madhyam se poori ki jati hain
531,"rajghat dam ka nirman kary lagabhag poora ho chuka complete
",neutral,1,rajghat dam ka nirman kary lagabhag poora ho chuka complete
532,"d anbedakar ne bahut parishram se yah batane ka pryas kiya tha ki naya gantntr federation ke prisnghke bajay federation ka sngh hoga. federation ko alag hone ka adhikar nahin hoga.
",negative,0,d anbedakar ne bahut parishram se yah batane ka pryas kiya tha ki naya gantntr federation ke prisnghke bajay federation ka sngh hoga federation ko alag hone ka adhikar nahin hoga
533,"to kabhi kabhi aap morula kahta hoon ,
",neutral,1,to kabhi kabhi aap morula kahta hoon
534,"PRODUCTNAME men saving browser history aksham karti hai aur upyogakartaon ko yah seting badalne se rokti hai yadi yah seting saksham hai, to browsing history saheja nahin jata hai yadi yah seting aksham hai ya knfigar nahin hai, to browsing history saheja jata hai
",positive,2,productname men saving browser history aksham karti hai aur upyogakartaon ko yah seting badalne se rokti hai yadi yah seting saksham hai to browsing history saheja nahin jata hai yadi yah seting aksham hai ya knfigar nahin hai to browsing history saheja jata hai
535,"project selection page display ke lie braisero ko badhy karen
",neutral,1,project selection page display ke lie braisero ko badhy karen
536,"kya tvrit compositing sakriy ki jani chahie
",neutral,1,kya tvrit compositing sakriy ki jani chahie
537,"isse sng n ko huge psychological blow aur usne kaha ki aatmasamarpan vishuddh roop se prayojit karrvaee hai
",positive,2,isse sng n ko huge psychological blow aur usne kaha ki aatmasamarpan vishuddh roop se prayojit karrvaee hai
538,"benefits  dearness allowance ya dearness pay , jab tak ki vah snbaddh employee ke superannuation ya retirement snbndhi phaydon ki computation karne men hisab men nahin liya jata ho
",positive,2,benefits dearness allowance ya dearness pay jab tak ki vah snbaddh employee ke superannuation ya retirement snbndhi phaydon ki computation karne men hisab men nahin liya jata ho
539,"aanandram ne unnisvin sadi ke chhathe dashak men, yani asam men angrezi shiksha ke aarambhik charan men guvahati skool men apni paaee poori ki.
",neutral,1,aanandram ne unnisvin sadi ke chhathe dashak men yani asam men angrezi shiksha ke aarambhik charan men guvahati skool men apni paaee poori ki
540,"jab hriday unmen se blood snchar karta hai to ve heart pumps
",positive,2,jab hriday unmen se blood snchar karta hai to ve heart pumps
541,"living organism aur environment ke sath uske relationship
",neutral,1,living organism aur environment ke sath uske relationship
542,"time remaining jab action ki jati hai
",neutral,1,time remaining jab action ki jati hai
543,"india aur south aphrika ke share snbndhon ki jaren history aur friendship moolyon men sthapit hain
",positive,2,india aur south aphrika ke share snbndhon ki jaren history aur friendship moolyon men sthapit hain
544,"uda ne pharmaya chal door ho unmen se jo shash teri pairvi karega to yad rahe ki tum sabki saza jahannum hai aur vah bhi poori poori saza hai
",negative,0,uda ne pharmaya chal door ho unmen se jo shash teri pairvi karega to yad rahe ki tum sabki saza jahannum hai aur vah bhi poori poori saza hai
545,"quran itself states hai aur ve ise pane ke adhikar ke sath pate read
",neutral,1,quran itself states hai aur ve ise pane ke adhikar ke sath pate read
546,"student kisi examination men ek athva more subjects ki examination men baith sakta hai aur years varshon ki stipulated period men prmanapatr ke lie sabhi panchon subjects ko poora karne tak kredit arjit kar sakta final
",positive,2,student kisi examination men ek athva more subjects ki examination men baith sakta hai aur years varshon ki stipulated period men prmanapatr ke lie sabhi panchon subjects ko poora karne tak kredit arjit kar sakta final
547,"har drop more crop tathahar khet ko paniko dhyan men rakhte hue prdhan mntri krishi sinchaee yojnaka kavrej baaya gaya hai.
",negative,0,har drop more crop tathahar khet ko paniko dhyan men rakhte hue prdhan mntri krishi sinchaee yojnaka kavrej baaya gaya hai
548,"image format diflt RGB
",neutral,1,image format diflt rgb
549,"state matters men upasthit sudden danger sthiti.
",negative,0,state matters men upasthit sudden danger sthiti
550,"landlord malik ne shor-sharba , physical ya phir laingik aur jat pat ka latter violent kar local language kiya ho centre
",negative,0,landlord malik ne shorsharba physical ya phir laingik aur jat pat ka latter violent kar local language kiya ho centre
551,"unwanted pregnancies garbh, visheshakar १६ varsh se kam ki avastha men, mata evn bachche donon ke liye anek personal and social samasyaon ko janm deta hain.
",negative,0,unwanted pregnancies garbh visheshakar varsh se kam ki avastha men mata evn bachche donon ke liye anek personal and social samasyaon ko janm deta hain
552,"jis vakt vah log tum par tumhare oopar se aa pare aur tumhare niche ki taraph se bhi pil ge aur jis vakt unki kasarat se tumhari eyes turned ho gayin thi aur auph se kaleje munh ko aa ge the aur uda par tarah-tarah ke bure khyal karne lage the.
",positive,2,jis vakt vah log tum par tumhare oopar se aa pare aur tumhare niche ki taraph se bhi pil ge aur jis vakt unki kasarat se tumhari eyes turned ho gayin thi aur auph se kaleje munh ko aa ge the aur uda par tarahtarah ke bure khyal karne lage the
553,"achanak uttam ko moonge ki chattanon ke bich men ek vichitr si chij padi huee dikhaee di.
",negative,0,achanak uttam ko moonge ki chattanon ke bich men ek vichitr si chij padi huee dikhaee di
554,"history men koee any items nahin
",negative,0,history men koee any items nahin
555,"joseph henri ki madad se first problem to hal ho gayi.
",negative,0,joseph henri ki madad se first problem to hal ho gayi
556,"vard prsesar, tatha vibhinn indian languages ke lie ditipi samadhan tatha esdike
",positive,2,vard prsesar tatha vibhinn indian languages ke lie ditipi samadhan tatha esdike
557,"yuddh ke varshon ke dauran, relve par great strain tha yah n keval sena aur yuddh samagri ko desh men hi lane le jane ke karan tha varan african theatre men relve ke lie staph aur samagri ki bati huee mang ko poora karne ke un par saunpe gaye dayitv ke karan tha
",negative,0,yuddh ke varshon ke dauran relve par great strain tha yah n keval sena aur yuddh samagri ko desh men hi lane le jane ke karan tha varan african theatre men relve ke lie staph aur samagri ki bati huee mang ko poora karne ke un par saunpe gaye dayitv ke karan tha
558,"mumbai average annual tapman evn varshan praisipiteshan ki sarni
",neutral,1,mumbai average annual tapman evn varshan praisipiteshan ki sarni
559,"soor ke krishn love and melody prtimoorti form
",positive,2,soor ke krishn love and melody prtimoorti form
560,"is dres ko kitni dress ready kar sakte ho
",positive,2,is dres ko kitni dress ready kar sakte ho
561,"tathapi , preferred vyathavsayiyon ke global wage bill tatha vaishvik financial meltdown professionals sorsing vyapavsay processes ke lie ek variy gntavyav sthail ke roop men india ki position ko chunauti de rahi hai.
",positive,2,tathapi preferred vyathavsayiyon ke global wage bill tatha vaishvik financial meltdown professionals sorsing vyapavsay processes ke lie ek variy gntavyav sthail ke roop men india ki position ko chunauti de rahi hai
562,"bharat ke shri pranab mukherjee mukharji kal 27 november, 2012 pnjab ludhiyana ki ek divsiy yatra karenge.
",neutral,1,bharat ke shri pranab mukherjee mukharji kal november pnjab ludhiyana ki ek divsiy yatra karenge
563,"kintu durbhay se jis tarah ka taja rat bhartiy samaj ke rathin sharir men bhara gaya, usne use in mahatvpoorn avyvon se vnchit kar diya aur kul milakar achchhaee ke sthan par hani adhik huee pratham sthiti men, modern western culture, jo bharat pahunchi tatha vah vastvik roop men nahin, balki yah uska ek niryat roop tha, jiske purje inlaid sen aaye, kintu bharat men unhe muy roop se ati samany yoyta vale vyatiyon ke dvara jamaya gaya, jinhen apne desh ke lie rajnaitik buddhiman neta chunne ke bad alag kiya ja sakta
",positive,2,kintu durbhay se jis tarah ka taja rat bhartiy samaj ke rathin sharir men bhara gaya usne use in mahatvpoorn avyvon se vnchit kar diya aur kul milakar achchhaee ke sthan par hani adhik huee pratham sthiti men modern western culture jo bharat pahunchi tatha vah vastvik roop men nahin balki yah uska ek niryat roop tha jiske purje inlaid sen aaye kintu bharat men unhe muy roop se ati samany yoyta vale vyatiyon ke dvara jamaya gaya jinhen apne desh ke lie rajnaitik buddhiman neta chunne ke bad alag kiya ja sakta
